t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d5_x,d5_y,d5_z,d5_zerr,d5_velxy,d5_arm,d5_nav,d5_mpc,d5_solve_ms,d5_fallback,d5_hover,d5_poserr,d6_x,d6_y,d6_z,d6_zerr,d6_velxy,d6_arm,d6_nav,d6_mpc,d6_solve_ms,d6_fallback,d6_hover,d6_poserr,d7_x,d7_y,d7_z,d7_zerr,d7_velxy,d7_arm,d7_nav,d7_mpc,d7_solve_ms,d7_fallback,d7_hover,d7_poserr,d8_x,d8_y,d8_z,d8_zerr,d8_velxy,d8_arm,d8_nav,d8_mpc,d8_solve_ms,d8_fallback,d8_hover,d8_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
1.0,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,nan,nan,nan,nan,nan,0,0,0,0.202,0,0,0.037,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-14.263,-7.427,-4.990,0.010,0.519,2,14,0,0.173,0,0,0.158,-20.310,-7.023,-5.102,-0.102,0.618,2,14,0,0.174,0,0,0.048,-14.125,-3.902,-5.038,-0.038,0.581,2,14,0,0.300,0,0,0.116,nan,nan,nan,nan,nan,0,0,0,0.252,0,0,0.016,-14.020,-10.024,-4.998,0.002,0.600,2,14,-1,0.000,0,0,0.000,nan,nan,nan,nan,nan,0,0,0,0.246,0,0,0.168,2.608,nan,0,0,0.300,-17.106,-7.036,0.352,-0.355
2.0,-17.047,-7.178,-5.035,-0.035,0.633,0,0,0,0.212,0,0,0.184,-16.504,-4.143,-4.958,0.042,0.487,0,0,0,0.196,0,0,0.132,-16.870,-10.259,-5.007,-0.007,0.576,0,0,0,0.189,0,0,0.007,-13.952,-7.662,-5.000,0.000,0.381,2,14,0,0.198,0,0,0.115,-20.010,-7.543,-4.936,0.064,0.537,2,14,0,0.245,0,0,0.149,-13.779,-4.324,-5.010,-0.010,0.637,2,14,0,0.240,0,0,0.136,-20.018,-4.373,-4.978,0.022,0.553,0,0,0,0.158,0,0,0.086,-13.562,-10.319,-4.985,0.015,0.438,2,14,-1,0.000,0,0,0.000,nan,nan,nan,nan,nan,0,0,0,0.317,0,0,0.036,2.685,nan,0,0,0.317,-16.746,-7.382,0.369,-0.337
3.0,-16.505,-7.606,-5.013,-0.013,0.683,2,14,0,0.194,0,0,0.107,-16.087,-4.483,-5.005,-0.005,0.626,2,14,0,0.183,0,0,0.102,-16.550,-10.641,-4.968,0.032,0.543,2,14,0,0.184,0,0,0.080,-13.730,-7.993,-4.977,0.023,0.429,2,14,0,0.280,0,0,0.076,-19.676,-7.861,-4.953,0.047,0.435,2,14,0,0.218,0,0,0.152,-13.279,-4.714,-4.974,0.026,0.634,2,14,0,0.179,0,0,0.108,-19.741,-4.719,-5.005,-0.005,0.477,2,14,0,0.177,0,0,0.032,-13.369,-10.550,-5.014,-0.014,0.385,2,14,0,0.180,0,0,0.083,-19.098,-10.882,-4.996,0.004,0.545,2,14,0,0.618,0,0,0.228,2.560,0.459,0,0,0.618,-16.368,-7.710,0.385,-0.318
4.0,-15.994,-7.872,-4.998,0.002,0.546,2,14,0,0.222,0,0,0.114,-15.596,-4.937,-5.030,-0.030,0.640,2,14,0,0.178,0,0,0.078,-16.033,-10.957,-4.957,0.043,0.519,2,14,0,0.386,0,0,0.095,-13.429,-8.353,-4.939,0.061,0.562,2,14,0,0.189,0,0,0.151,-19.290,-8.080,-5.044,-0.044,0.469,2,14,0,0.221,0,0,0.086,-12.730,-5.010,-4.986,0.014,0.511,2,14,0,0.186,0,0,0.175,-19.406,-5.009,-4.995,0.005,0.500,2,14,0,0.178,0,0,0.077,-13.123,-10.884,-5.007,-0.007,0.515,2,14,0,0.186,0,0,0.171,-18.734,-11.064,-4.999,0.001,0.364,2,14,0,0.183,0,0,0.105,2.550,0.564,0,0,0.386,-15.975,-8.019,0.401,-0.299
5.0,-15.569,-8.100,-4.983,0.017,0.409,2,14,0,0.182,0,0,0.117,-15.184,-5.291,-5.024,-0.024,0.487,2,14,0,0.328,0,0,0.134,-15.679,-11.173,-4.980,0.020,0.429,2,14,0,0.342,0,0,0.018,-12.895,-8.680,-4.946,0.054,0.651,2,14,0,0.186,0,0,0.044,-18.785,-8.275,-5.047,-0.047,0.538,2,14,0,0.220,0,0,0.052,-12.349,-5.188,-5.033,-0.033,0.342,2,14,0,0.204,0,0,0.126,-18.997,-5.223,-5.012,-0.012,0.574,2,14,0,0.182,0,0,0.099,-12.667,-11.235,-4.992,0.008,0.654,2,14,0,0.234,0,0,0.114,-18.393,-11.173,-5.051,-0.051,0.377,2,14,0,0.179,0,0,0.091,2.566,0.496,0,0,0.342,-15.567,-8.307,0.415,-0.278
6.0,-15.251,-8.318,-4.966,0.034,0.388,2,14,0,0.211,0,0,0.049,-14.868,-5.505,-4.957,0.043,0.393,2,14,0,0.287,0,0,0.078,-15.343,-11.422,-5.009,-0.009,0.466,2,14,0,0.266,0,0,0.073,-12.336,-8.972,-4.990,0.010,0.572,2,14,0,0.160,0,0,0.127,-18.347,-8.497,-4.990,0.010,0.531,2,14,0,0.177,0,0,0.101,-12.089,-5.386,-4.979,0.021,0.384,2,14,0,0.176,0,0,0.094,-18.423,-5.531,-5.045,-0.045,0.617,2,14,0,0.164,0,0,0.083,-12.123,-11.566,-5.008,-0.008,0.676,2,14,0,0.149,0,0,0.068,-17.982,-11.363,-4.995,0.005,0.508,2,14,0,0.216,0,0,0.173,2.603,0.441,0,0,0.287,-15.145,-8.575,0.429,-0.257
7.0,-14.908,-8.573,-4.987,0.013,0.472,2,14,0,0.216,0,0,0.089,-14.487,-5.705,-4.976,0.024,0.491,2,14,0,0.391,0,0,0.100,-14.998,-11.666,-4.927,0.073,0.583,2,14,0,0.249,0,0,0.162,-11.929,-9.155,-5.031,-0.031,0.416,2,14,0,0.185,0,0,0.088,-17.925,-8.799,-5.028,-0.028,0.535,2,14,0,0.192,0,0,0.048,-11.738,-5.658,-4.985,0.015,0.516,2,14,0,0.401,0,0,0.135,-18.025,-5.803,-5.022,-0.022,0.503,2,14,0,0.185,0,0,0.042,-11.578,-11.802,-5.007,-0.007,0.534,2,14,0,0.229,0,0,0.131,-17.559,-11.770,-4.984,0.016,0.604,2,14,0,0.208,0,0,0.041,2.564,0.399,0,0,0.401,-14.710,-8.821,0.441,-0.235
8.0,-14.431,-8.794,-4.947,0.053,0.566,2,14,0,0.237,0,0,0.066,-13.979,-5.826,-4.982,0.018,0.566,2,14,0,0.194,0,0,0.094,-14.375,-11.945,-4.965,0.035,0.670,2,14,0,0.192,0,0,0.031,-11.630,-9.327,-5.040,-0.040,0.415,2,14,0,0.291,0,0,0.085,-17.549,-9.146,-5.023,-0.023,0.505,2,14,0,0.202,0,0,0.095,-11.307,-5.986,-4.964,0.036,0.638,2,14,0,0.236,0,0,0.143,-17.621,-6.090,-5.069,-0.069,0.460,2,14,0,0.192,0,0,0.066,-11.193,-11.979,-4.995,0.005,0.400,2,14,0,0.234,0,0,0.062,-17.086,-12.169,-4.990,0.010,0.571,2,14,0,0.177,0,0,0.166,2.677,0.463,0,0,0.291,-14.263,-9.046,0.452,-0.213
9.0,-13.927,-9.076,-5.060,-0.060,0.578,2,14,0,0.153,0,0,0.036,-13.487,-6.018,-5.005,-0.005,0.587,2,14,0,0.226,0,0,0.097,-13.749,-12.187,-4.972,0.028,0.538,2,14,0,0.190,0,0,0.194,-11.246,-9.560,-5.000,-0.000,0.537,2,14,0,0.184,0,0,0.138,-17.086,-9.295,-4.985,0.015,0.506,2,14,0,0.146,0,0,0.049,-10.760,-6.251,-4.975,0.025,0.682,2,14,0,0.157,0,0,0.116,-17.223,-6.261,-4.985,0.015,0.467,2,14,0,0.214,0,0,0.071,-10.823,-12.094,-5.022,-0.022,0.407,2,14,0,0.186,0,0,0.082,-16.549,-12.271,-4.977,0.023,0.489,2,14,0,0.183,0,0,0.094,2.569,0.541,0,0,0.226,-13.805,-9.248,0.462,-0.190
10.0,-13.513,-9.333,-5.006,-0.006,0.542,2,14,0,0.219,0,0,0.127,-13.000,-6.330,-5.023,-0.023,0.578,2,14,0,0.981,0,0,0.041,-13.422,-12.284,-5.013,-0.013,0.355,2,14,0,0.257,0,0,0.050,-10.705,-9.778,-4.927,0.073,0.662,2,14,0,0.178,0,0,0.066,-16.589,-9.418,-5.057,-0.057,0.533,2,14,0,0.205,0,0,0.023,-10.118,-6.394,-4.974,0.026,0.607,2,14,0,0.798,0,0,0.145,-16.739,-6.365,-4.997,0.003,0.547,2,14,0,0.154,0,0,0.060,-10.457,-12.269,-4.963,0.037,0.542,2,14,0,0.152,0,0,0.154,-16.103,-12.318,-5.026,-0.026,0.408,2,14,0,0.175,0,0,0.080,2.504,0.508,0,0,0.981,-13.339,-9.426,0.471,-0.167
